mixture_ID,mixture_ref_1,mixture_ref2_1
018c0216-2_20go010f-8,train/018/018a0106-0.wav,train/20g/20gc0108-0.wav
205o010k-0_40ho0305-6,train/205/205a010c-2.wav,train/40h/40ho030r-2.wav
020a010v-0_01nc021e-0,train/020/020c0202-0.wav,train/01n/01nc0201-22.wav
02dc0209-4_02ea010v-4,train/02d/02da0113-0.wav,train/02e/02eo030g-0.wav
023c020d-0_20eo010k-0,train/023/023a0102-0.wav,train/20e/20eo0103-6.wav
40hc020t-0_40pc020n-0,train/40h/40ho030v-0.wav,train/40p/40pc0211-2.wav
20ko010f-6_01mo030a-2,train/20k/20ka0105-0.wav,train/01m/01mo0308-6.wav
20ia0102-0_01ja010u-0,train/20i/20io010l-2.wav,train/01j/01jc0201-0.wav
01kc020d-2_012c020a-0,train/01k/01ko0315-4.wav,train/012/012o030x-0.wav
01ao0318-0_206a010z-2,train/01a/01ao030t-4.wav,train/206/206a010i-0.wav
02eo031e-0_01co030g-2,train/02e/02ec020v-2.wav,train/01c/01ca010x-0.wav
20lc0103-2_01wc020x-4,train/20l/20la010p-0.wav,train/01w/01wo0302-4.wav
014o030z-0_01dc020s-2,train/014/014o030i-0.wav,train/01d/01da0101-0.wav
20lc010q-0_01oo030l-2,train/20l/20lo0102-0.wav,train/01o/01oa0104-0.wav
029o030z-0_01ec0211-0,train/029/029o031b-2.wav,train/01e/01eo0310-2.wav
013o030u-0_209o010i-2,train/013/013o030v-0.wav,train/209/209o010e-0.wav
404o030g-2_02cc0204-2,train/404/404c020o-0.wav,train/02c/02co030y-6.wav
01lo030h-0_025o030s-0,train/01l/01la010i-0.wav,train/025/025c021e-0.wav
40eo0309-0_021o0305-2,train/40e/40ec020j-0.wav,train/021/021c021d-2.wav
20va0103-0_01aa010b-0,train/20v/20va010x-0.wav,train/01a/01ao0314-2.wav
01bc0201-6_021o0318-0,train/01b/01bo0312-2.wav,train/021/021c020n-2.wav
028o0318-0_01ja0107-0,train/028/028o0308-8.wav,train/01j/01jc020s-0.wav
026o0313-2_01do030u-4,train/026/026c020e-0.wav,train/01d/01do030h-0.wav
01to030i-8_01xo0313-2,train/01t/01ta010x-4.wav,train/01x/01xo0311-2.wav
20ho0106-0_20kc010g-0,train/20h/20ho010p-2.wav,train/20k/20kc010g-6.wav
01yc020k-2_20do0109-8,train/01y/01yo031a-2.wav,train/20d/20dc010e-2.wav
408c0201-0_208c010m-2,train/408/408a0107-0.wav,train/208/208c0104-4.wav
20jc0108-0_01wo030m-6,train/20j/20ja0106-0.wav,train/01w/01wa010l-0.wav
204a010j-0_02bc0207-0,train/204/204c0109-0.wav,train/02b/02bo0306-0.wav
01xc020v-0_013o030o-0,train/01x/01xa010a-0.wav,train/013/013o0309-2.wav
01oc020b-0_209o0102-2,train/01o/01oo0310-2.wav,train/209/209o010b-4.wav
01uo031a-2_01lo030c-2,train/01u/01uc0207-0.wav,train/01l/01lc020c-2.wav
016o0303-4_406o030h-2,train/016/016c0213-2.wav,train/406/406o030b-2.wav
01to031f-10_02bc021e-6,train/01t/01tc0214-6.wav,train/02b/02bo030j-2.wav
40ba0102-0_01ac021g-2,train/40b/40bo030t-4.wav,train/01a/01ao030r-2.wav
01do0309-6_406o030f-6,train/01d/01da0106-0.wav,train/406/406a010j-0.wav
025o0303-14_40lo030r-4,train/025/025o0302-0.wav,train/40l/40lo0303-4.wav
023o030b-4_014c020b-0,train/023/023a0112-0.wav,train/014/014c020d-2.wav
207a010a-0_015c0214-0,train/207/207o010k-0.wav,train/015/015a0114-0.wav
016a010y-0_01qo030u-4,train/016/016o030u-4.wav,train/01q/01qc021a-4.wav
40ac0207-2_208o010m-8,train/40a/40aa0111-0.wav,train/208/208c010f-2.wav
01jc021b-0_409c020r-2,train/01j/01jc020h-0.wav,train/409/409a010l-2.wav
018o0314-8_01tc0203-2,train/018/018a010x-0.wav,train/01t/01to030r-2.wav
406o0317-2_01tc020t-0,train/406/406a0112-0.wav,train/01t/01tc020a-0.wav
40go0307-0_023o030m-4,train/40g/40go0313-0.wav,train/023/023c021e-0.wav
028o030a-2_406o030k-0,train/028/028o030d-6.wav,train/406/406c0208-2.wav
407a0112-0_40lc020z-2,train/407/407c0210-0.wav,train/40l/40lc0201-4.wav
40ga0106-0_01ka010g-2,train/40g/40gc020u-4.wav,train/01k/01ko030g-4.wav
01tc020x-2_01jo0318-2,train/01t/01to0302-4.wav,train/01j/01jo0316-4.wav
014o030r-4_017c020g-0,train/014/014o030k-2.wav,train/017/017o0306-0.wav
02ac020n-0_20pc0101-0,train/02a/02ao0318-2.wav,train/20p/20pc0107-0.wav
020c020x-0_404o0307-0,train/020/020c0215-0.wav,train/404/404o0315-2.wav
01bo030c-10_40jo0313-4,train/01b/01bo0308-8.wav,train/40j/40ja010l-0.wav
40ja010d-0_40co031c-0,train/40j/40jo0312-4.wav,train/40c/40co030u-4.wav
407c0218-2_40go0301-6,train/407/407o0301-0.wav,train/40g/40gc0210-0.wav
021o0303-4_01kc0203-0,train/021/021o030n-4.wav,train/01k/01ko0304-4.wav
025o030w-6_20qo0103-0,train/025/025c0212-0.wav,train/20q/20qa010c-0.wav
01ma010y-0_204o010f-2,train/01m/01mc020w-0.wav,train/204/204o010b-2.wav
20sa0112-0_20pc010h-0,train/20s/20sa010s-0.wav,train/20p/20po010a-0.wav
20fa010d-0_018o030c-0,train/20f/20fa0103-0.wav,train/018/018o030z-0.wav
016c0212-0_01do030m-2,train/016/016o030u-4.wav,train/01d/01do0309-4.wav
406c020b-0_407c020s-0,train/406/406a0103-2.wav,train/407/407c020k-0.wav
20oc010c-2_01yo0312-0,train/20o/20oo0106-4.wav,train/01y/01yo030h-0.wav
40po030s-0_023a0107-0,train/40p/40po0310-2.wav,train/023/023o030b-2.wav
20ca0104-4_209o010o-0,train/20c/20cc010b-0.wav,train/209/209c0109-2.wav
029o030s-4_209c010l-2,train/029/029c021c-0.wav,train/209/209a010t-0.wav
02eo0302-2_013o031a-0,train/02e/02eo030k-2.wav,train/013/013o0303-0.wav
20eo0104-10_01ko030h-4,train/20e/20ec010g-0.wav,train/01k/01ko0303-12.wav
205c0109-0_40co0301-2,train/205/205a010h-2.wav,train/40c/40co030a-0.wav
02co030z-2_02da010j-0,train/02c/02cc020x-2.wav,train/02d/02dc020w-0.wav
01ko0319-6_01bo030e-0,train/01k/01ka010c-0.wav,train/01b/01bo030h-8.wav
01uc0216-0_01fo030m-4,train/01u/01uo0302-0.wav,train/01f/01fo030r-0.wav
40ca010q-0_209a010e-0,train/40c/40ca010b-0.wav,train/209/209c0106-2.wav
01bc0209-6_40pa010y-0,train/01b/01bo030o-10.wav,train/40p/40pa0104-0.wav
015a0110-0_02cc0210-0,train/015/015c0207-2.wav,train/02c/02cc020q-8.wav
20ea0111-0_028c020b-0,train/20e/20ec010i-0.wav,train/028/028c020x-0.wav
20ka010h-4_40jo030d-2,train/20k/20ka0107-4.wav,train/40j/40jc0205-2.wav
405o0307-2_01ma010i-0,train/405/405o030i-4.wav,train/01m/01mo0309-0.wav
018c020o-2_40bc021c-0,train/018/018o030v-4.wav,train/40b/40bo030l-0.wav
40ao030q-2_021o0306-4,train/40a/40ao030s-0.wav,train/021/021o0317-2.wav
029o0309-0_02eo030s-0,train/029/029a0111-2.wav,train/02e/02eo031e-6.wav
01nc020f-2_205a010w-4,train/01n/01na010z-2.wav,train/205/205a010q-0.wav
029o0318-6_01xc020m-2,train/029/029o030n-6.wav,train/01x/01xo030j-2.wav
02ea010d-0_20qa010n-0,train/02e/02ec020b-4.wav,train/20q/20qc0108-6.wav
011c020p-2_019c0213-0,train/011/011o030g-2.wav,train/019/019a010t-0.wav
407c020f-0_01ra010g-2,train/407/407o030t-4.wav,train/01r/01ra0113-0.wav
01yc020k-2_408c020f-0,train/01y/01yc020y-0.wav,train/408/408c020j-0.wav
407a0104-0_011c0216-4,train/407/407c020s-2.wav,train/011/011o030w-4.wav
01cc021b-6_021c021e-0,train/01c/01cc0216-6.wav,train/021/021o0306-4.wav
40kc021b-2_40jo030h-0,train/40k/40kc021c-0.wav,train/40j/40jc0202-0.wav
40bo030w-0_20qa0104-0,train/40b/40bc0215-0.wav,train/20q/20qa010l-0.wav
209c0105-0_407o0312-0,train/209/209c010a-0.wav,train/407/407o030o-6.wav
028o030q-0_01ac0212-0,train/028/028o030h-2.wav,train/01a/01ao030l-2.wav
01io0302-2_40gc020n-0,train/01i/01ia010s-0.wav,train/40g/40gc0212-2.wav
01oc020d-4_01ca0114-2,train/01o/01oo030z-2.wav,train/01c/01co030d-0.wav
20eo0102-0_408a010v-0,train/20e/20ea0102-0.wav,train/408/408c020l-0.wav
01ga010m-0_403o0304-2,train/01g/01ga010y-0.wav,train/403/403a010w-0.wav
01io030q-10_02do030q-2,train/01i/01ic021e-2.wav,train/02d/02dc020h-0.wav
20lo0101-0_40io0315-2,train/20l/20lc0108-6.wav,train/40i/40ia010w-0.wav
01qo030e-0_20ga0109-0,train/01q/01qo0314-0.wav,train/20g/20go0105-2.wav
01cc0216-0_01ua0113-0,train/01c/01cc0215-6.wav,train/01u/01uc0216-2.wav
40go0315-0_40pc020f-0,train/40g/40go030j-4.wav,train/40p/40po0313-2.wav
01lc020t-4_015c020j-0,train/01l/01lo0314-0.wav,train/015/015a010q-0.wav
40kc021e-2_40ic020u-2,train/40k/40ko031a-0.wav,train/40i/40ic020l-2.wav
02ec020z-0_20qo010f-2,train/02e/02eo030h-0.wav,train/20q/20qo0108-0.wav
01oc020c-0_40kc0204-2,train/01o/01oc020f-2.wav,train/40k/40ka0113-0.wav
20fo0104-0_01ac021a-2,train/20f/20fa0109-0.wav,train/01a/01ac020t-4.wav
01no0309-8_02do0312-2,train/01n/01na0113-0.wav,train/02d/02dc020i-0.wav
012o0301-2_20uc010p-0,train/012/012o030b-2.wav,train/20u/20uc010c-2.wav
208a010v-2_409c020p-0,train/208/208o0102-6.wav,train/409/409a010m-2.wav
012o030n-4_407a010i-0,train/012/012c0206-0.wav,train/407/407o030t-2.wav
025a0103-0_01fc020f-6,train/025/025o0306-0.wav,train/01f/01fo030y-0.wav
20kc010m-4_01tc021d-2,train/20k/20kc010j-8.wav,train/01t/01to030x-4.wav
40lo030h-10_01po030i-4,train/40l/40lo030u-8.wav,train/01p/01pc0203-0.wav
20ec010l-2_01kc020h-0,train/20e/20ea010q-0.wav,train/01k/01kc0201-4.wav
20fa0108-0_405o0311-0,train/20f/20fo0109-6.wav,train/405/405o031a-0.wav
029a0114-0_20ma010g-0,train/029/029c020n-4.wav,train/20m/20ma0106-0.wav
01cc020w-4_40jc020a-0,train/01c/01cc0204-8.wav,train/40j/40jc0213-2.wav
01co030z-4_40ko030z-4,train/01c/01cc0207-0.wav,train/40k/40kc021d-2.wav
014c0211-0_023o0312-0,train/014/014o030j-6.wav,train/023/023o030f-0.wav
208c010e-0_016o031d-0,train/208/208c0103-0.wav,train/016/016o030c-6.wav
011c021a-0_01za0114-0,train/011/011c0207-0.wav,train/01z/01zo030y-2.wav
021o030o-4_011c0202-0,train/021/021a0114-0.wav,train/011/011c0203-6.wav
024o031c-4_01qo030h-0,train/024/024o030d-0.wav,train/01q/01qo0318-4.wav
01lc020z-0_20oc010b-4,train/01l/01lo030r-2.wav,train/20o/20oo0109-2.wav
01bo0301-4_20lc0105-2,train/01b/01bo0319-2.wav,train/20l/20la010i-0.wav
01ko0311-4_022o030a-0,train/01k/01ko030a-0.wav,train/022/022a010j-0.wav
20ka010g-8_20ec010h-2,train/20k/20kc010p-4.wav,train/20e/20ea010r-0.wav
40oc0214-2_02bc020m-0,train/40o/40oo0317-4.wav,train/02b/02bo030w-6.wav
01ya010d-0_02eo030o-0,train/01y/01yc020x-6.wav,train/02e/02eo031b-6.wav
403c0214-4_026c021b-0,train/403/403c020i-4.wav,train/026/026o031c-2.wav
01fo030j-2_02bo030n-2,train/01f/01fo0317-2.wav,train/02b/02bo031a-2.wav
401o0304-2_014c020q-0,train/401/401o030d-4.wav,train/014/014o0311-4.wav
018c021c-0_401a010m-2,train/018/018c020y-0.wav,train/401/401o030d-0.wav
023a010i-0_404o0310-6,train/023/023o030c-2.wav,train/404/404c020t-0.wav
408c021e-0_021o030n-0,train/408/408c021d-0.wav,train/021/021c021d-0.wav
02dc020t-4_01vo031b-8,train/02d/02do030o-0.wav,train/01v/01vo0315-2.wav
20ba010z-0_40gc0209-2,train/20b/20bc010i-2.wav,train/40g/40go0307-0.wav
017o030u-0_021o030o-2,train/017/017o030y-0.wav,train/021/021o0306-0.wav
02ea0104-0_01ao031e-0,train/02e/02ec021e-4.wav,train/01a/01ao030n-8.wav
205a0105-0_20no010e-6,train/205/205a0109-0.wav,train/20n/20no010b-8.wav
401c0215-2_40kc020l-0,train/401/401c020y-0.wav,train/40k/40ko030a-2.wav
01bc0210-2_20po0103-0,train/01b/01bc0216-4.wav,train/20p/20pa0105-0.wav
01ec021b-0_40kc020m-0,train/01e/01ea010i-2.wav,train/40k/40ko0309-2.wav
40mc0204-2_406o0317-2,train/40m/40mc021f-4.wav,train/406/406a010q-0.wav
021c020e-2_20pa010m-2,train/021/021o0305-2.wav,train/20p/20pc0105-4.wav
406a010r-2_403c021e-2,train/406/406c0213-4.wav,train/403/403o030b-6.wav
016o0303-0_01ya0112-0,train/016/016o0307-0.wav,train/01y/01yo030q-0.wav
20fc0108-0_40ao030s-0,train/20f/20fa010c-0.wav,train/40a/40ac020a-0.wav
204o010o-4_20uo010g-0,train/204/204c0109-0.wav,train/20u/20ua0103-0.wav
01ko031e-14_01na010i-2,train/01k/01ko0305-0.wav,train/01n/01nc020h-2.wav
408o030l-0_02bc020s-4,train/408/408c020h-0.wav,train/02b/02bc020p-0.wav
205c0107-2_40eo0310-0,train/205/205a010c-2.wav,train/40e/40ec021g-0.wav
209c0105-0_20da010b-0,train/209/209o0102-0.wav,train/20d/20dc0103-6.wav
01la0101-2_405o0308-0,train/01l/01lo0305-2.wav,train/405/405o0302-2.wav
01wo031d-6_01ro030i-8,train/01w/01wa010o-0.wav,train/01r/01ro030j-10.wav
20lo010b-2_016c020e-0,train/20l/20lc010k-0.wav,train/016/016o030y-0.wav
408c0206-0_01yo031a-4,train/408/408a010c-0.wav,train/01y/01yc0201-4.wav
20ka010v-4_01ta010s-0,train/20k/20ka0110-4.wav,train/01t/01ta010w-2.wav
205o010o-2_01ja010k-0,train/205/205c010a-10.wav,train/01j/01jc0202-2.wav
40aa0107-0_029c0208-0,train/40a/40ac0205-0.wav,train/029/029o0309-0.wav
01wc021f-0_20uc010o-2,train/01w/01wo0313-4.wav,train/20u/20uo010d-4.wav
015o030z-6_40na010s-0,train/015/015o0302-4.wav,train/40n/40na010c-0.wav
029a010k-0_401o031b-2,train/029/029o030q-0.wav,train/401/401c021c-0.wav
407o0318-0_01fc020d-4,train/407/407o030p-6.wav,train/01f/01fa010m-2.wav
018o0303-2_20ko0109-2,train/018/018c0215-0.wav,train/20k/20ka010a-0.wav
021o0317-2_022o0313-4,train/021/021o0303-4.wav,train/022/022o030w-0.wav
205a0107-0_01vc0206-4,train/205/205a0114-2.wav,train/01v/01vc021f-4.wav
01da010h-0_40ma010q-0,train/01d/01dc020g-2.wav,train/40m/40mo0317-0.wav
208a0109-0_01eo031a-2,train/208/208c0106-4.wav,train/01e/01eo030l-0.wav
20nc0108-2_02do030r-10,train/20n/20na010d-0.wav,train/02d/02do031c-2.wav
01ao0310-2_01fo0307-4,train/01a/01ao030n-4.wav,train/01f/01fc021c-0.wav
20io010i-4_20aa0112-0,train/20i/20io010b-4.wav,train/20a/20ao0104-0.wav
02bc020v-0_01ec0206-2,train/02b/02bo0307-0.wav,train/01e/01ec0215-4.wav
011c020z-2_02bo0313-12,train/011/011o030u-6.wav,train/02b/02bo031b-0.wav
018o030f-2_02da010r-4,train/018/018c0206-0.wav,train/02d/02dc0210-0.wav
20ko010d-12_01pa0101-2,train/20k/20ko010i-10.wav,train/01p/01po0305-0.wav
01eo0303-2_40dc021a-2,train/01e/01eo031e-6.wav,train/40d/40da0111-0.wav
01ac020m-2_01tc0201-4,train/01a/01ac0213-0.wav,train/01t/01tc0210-2.wav
01go0309-2_018o0307-0,train/01g/01gc020t-0.wav,train/018/018o030v-6.wav
01so0301-0_011c021b-0,train/01s/01sc0216-0.wav,train/011/011c021a-0.wav
01ao030t-4_02dc020q-4,train/01a/01ac0218-6.wav,train/02d/02da010h-0.wav
01so030p-6_01lo0307-0,train/01s/01so030i-2.wav,train/01l/01lc020b-6.wav
40oc020v-2_028o0308-8,train/40o/40oa010w-0.wav,train/028/028o0302-4.wav
20na0109-2_20uc0109-0,train/20n/20no010f-4.wav,train/20u/20uc0102-0.wav
01sc0208-0_01oa010z-0,train/01s/01sc021c-8.wav,train/01o/01oo0303-2.wav
01oo031f-0_02ec020n-2,train/01o/01oo030c-6.wav,train/02e/02ec020k-0.wav
20so010n-4_401o030n-4,train/20s/20sa010t-0.wav,train/401/401c020e-2.wav
01uc020n-6_40bo030b-2,train/01u/01ua010o-2.wav,train/40b/40ba010s-0.wav
023a0105-2_022o030j-0,train/023/023c020w-0.wav,train/022/022a010c-0.wav
40ea0111-0_20do0109-0,train/40e/40ea0110-0.wav,train/20d/20dc0104-4.wav
01vc020x-0_20so0108-4,train/01v/01vo0310-4.wav,train/20s/20sa010n-0.wav
40ho0304-6_011o030z-2,train/40h/40ho030l-2.wav,train/011/011c020q-2.wav
01tc020a-0_405c020c-2,train/01t/01to0308-6.wav,train/405/405o030l-2.wav
02bc020k-0_20ta0114-0,train/02b/02bo031a-0.wav,train/20t/20to0102-0.wav
015a0109-0_40lo030y-6,train/015/015a010n-0.wav,train/40l/40lc0218-0.wav
407o030a-2_02cc0205-0,train/407/407o0301-2.wav,train/02c/02cc020m-0.wav
406o0311-2_409o030f-2,train/406/406a010r-2.wav,train/409/409c0219-4.wav
01uc020j-2_204a010p-2,train/01u/01uc020a-0.wav,train/204/204c010b-0.wav
40io030s-0_401o030t-2,train/40i/40io031a-4.wav,train/401/401c020l-2.wav
40na010q-0_407c021d-4,train/40n/40nc020j-2.wav,train/407/407o030n-2.wav
01xo0317-0_404o030g-0,train/01x/01xo0305-0.wav,train/404/404c020h-0.wav
025o030x-6_20uo010k-4,train/025/025o0315-0.wav,train/20u/20uo0102-6.wav
40ha0103-0_20so0108-6,train/40h/40hc0205-4.wav,train/20s/20sc010r-0.wav
029c020p-2_20ha0113-0,train/029/029o030v-4.wav,train/20h/20ho010j-2.wav
40dc0209-0_029o030r-8,train/40d/40dc020a-0.wav,train/029/029o030e-4.wav
01tc0207-2_02do031c-4,train/01t/01to0308-2.wav,train/02d/02dc020p-6.wav
20ec010j-2_208a010m-2,train/20e/20ea0110-2.wav,train/208/208o010e-0.wav
01la010a-0_016o0311-2,train/01l/01lc0214-6.wav,train/016/016c020t-0.wav
206o010i-4_01ac020y-0,train/206/206c010l-2.wav,train/01a/01ac0209-4.wav
40ic020w-0_018c020i-2,train/40i/40io0312-0.wav,train/018/018o030k-2.wav
01ba010t-0_014a0105-0,train/01b/01bc0206-0.wav,train/014/014c021g-2.wav
20lo010b-6_016c0218-0,train/20l/20lo010h-2.wav,train/016/016a010t-0.wav
02ec020o-0_01va0111-2,train/02e/02ec0216-0.wav,train/01v/01vo030b-0.wav
20ka010v-2_204o010j-2,train/20k/20kc010p-2.wav,train/204/204a0101-0.wav
01qo0307-6_40po030z-4,train/01q/01qc020p-0.wav,train/40p/40pa0107-0.wav
02cc020d-0_20lo010p-8,train/02c/02co030b-0.wav,train/20l/20lc0107-0.wav
208o010m-2_01na010w-4,train/208/208a0101-2.wav,train/01n/01na0113-2.wav
02ao030v-0_40do030v-0,train/02a/02ac020p-2.wav,train/40d/40do030c-0.wav
01sa0110-0_01to031e-6,train/01s/01so0301-4.wav,train/01t/01ta010t-0.wav
01ia010d-0_02ec0203-4,train/01i/01io0318-2.wav,train/02e/02eo031e-0.wav
01co0318-4_206a0113-2,train/01c/01co031e-6.wav,train/206/206o010g-16.wav
20ho010e-0_407o030g-0,train/20h/20ho010h-0.wav,train/407/407c020z-0.wav
018c020p-4_208c0107-2,train/018/018o030e-2.wav,train/208/208c010i-0.wav
018o030j-6_024a010a-2,train/018/018o030t-0.wav,train/024/024c0213-2.wav
02do030u-0_028o030r-0,train/02d/02dc0219-4.wav,train/028/028o030t-4.wav
025o0310-10_40nc020d-0,train/025/025c020f-2.wav,train/40n/40na010k-0.wav
01ko030o-6_01ao031d-4,train/01k/01ko0318-0.wav,train/01a/01ac020s-2.wav
20qa010n-4_01jc021d-0,train/20q/20qo010l-4.wav,train/01j/01jo030j-0.wav
01zo030t-0_40mo031b-4,train/01z/01za010r-0.wav,train/40m/40mo0302-0.wav
019o0315-0_401c021a-2,train/019/019c020o-0.wav,train/401/401o0314-0.wav
01yc020e-0_405o030b-4,train/01y/01yc020s-0.wav,train/405/405o030h-4.wav
205o010g-6_40fo031b-4,train/205/205a010p-4.wav,train/40f/40fa010n-0.wav
016c020u-2_40ho0316-0,train/016/016a010r-2.wav,train/40h/40ho030i-0.wav
01xc020k-4_01na010j-0,train/01x/01xc0217-2.wav,train/01n/01na010l-2.wav
01co0302-6_01qc020o-4,train/01c/01co0313-4.wav,train/01q/01qa010t-0.wav
20qa0111-2_02ec020x-0,train/20q/20qa010t-0.wav,train/02e/02ea010o-0.wav
01nc0219-8_025o0313-2,train/01n/01no0302-10.wav,train/025/025c0208-6.wav
40gc020u-2_01ra0109-0,train/40g/40gc0201-2.wav,train/01r/01rc020x-4.wav
40io0314-4_026a0109-0,train/40i/40io0317-0.wav,train/026/026a0108-0.wav
40dc020q-2_01vc0210-0,train/40d/40da010r-0.wav,train/01v/01va010k-2.wav
01lo0318-2_022o031d-4,train/01l/01lo030b-8.wav,train/022/022c020a-0.wav
01uo030w-0_021o0301-10,train/01u/01uo030e-0.wav,train/021/021o030o-6.wav
409c0208-0_40kc020q-2,train/409/409a010l-0.wav,train/40k/40ko030p-0.wav
01sa0109-0_024o030f-0,train/01s/01so0301-4.wav,train/024/024o031b-4.wav
40ma010j-0_20to0102-0,train/40m/40mc020y-0.wav,train/20t/20to010o-2.wav
20lo010h-4_01po031b-2,train/20l/20la010s-0.wav,train/01p/01pa010w-0.wav
01ga010i-0_023a010g-0,train/01g/01go030w-0.wav,train/023/023o030m-10.wav
40oc020q-2_409a0104-0,train/40o/40oa010i-0.wav,train/409/409o030n-0.wav
016o030l-2_011c0203-0,train/016/016o030w-0.wav,train/011/011o030z-4.wav
01lo030v-2_20kc0101-2,train/01l/01lo030b-8.wav,train/20k/20kc0101-0.wav
011a0102-0_01vc021a-4,train/011/011c020k-4.wav,train/01v/01vo0307-4.wav
403c021f-0_01uc020m-0,train/403/403a010i-2.wav,train/01u/01uo030y-8.wav
20ic010k-0_017c021g-0,train/20i/20io0101-4.wav,train/017/017a010r-0.wav
011o0305-4_20ac0109-0,train/011/011a0106-2.wav,train/20a/20ac010a-2.wav
012a010g-0_208c010k-6,train/012/012a0113-0.wav,train/208/208c010c-2.wav
020c020l-2_20ia010l-0,train/020/020c020u-2.wav,train/20i/20io0101-6.wav
01uc0211-0_01ao030x-0,train/01u/01uo030m-0.wav,train/01a/01ac020k-6.wav
028a0106-0_20da0101-0,train/028/028a010i-0.wav,train/20d/20dc0104-0.wav
01dc020u-2_018o0304-4,train/01d/01do030r-2.wav,train/018/018o0310-2.wav
20ho0102-2_01xc0215-0,train/20h/20ho0105-0.wav,train/01x/01xc0206-0.wav
01oo030q-4_01ca0104-2,train/01o/01oo0311-6.wav,train/01c/01cc020u-2.wav
01qa010y-0_01sa010x-0,train/01q/01qc020o-0.wav,train/01s/01so030x-0.wav
40ho030g-2_40ko030y-6,train/40h/40ha010s-0.wav,train/40k/40ko030m-6.wav
206c010i-4_01oc0206-2,train/206/206c0102-0.wav,train/01o/01oc020k-0.wav
011o031a-0_20ho010d-4,train/011/011c020w-0.wav,train/20h/20ho0107-2.wav
020o030c-2_20eo0102-2,train/020/020o0309-0.wav,train/20e/20ec0107-2.wav
20go0108-6_206o010n-6,train/20g/20go010g-2.wav,train/206/206a0112-0.wav
20uc0105-2_01cc020b-0,train/20u/20uo010i-2.wav,train/01c/01co0312-6.wav
01ao0310-2_011c020c-0,train/01a/01ao030r-2.wav,train/011/011c020t-0.wav
027o030q-2_01xa010q-0,train/027/027o0306-2.wav,train/01x/01xo0317-0.wav
01wc020m-0_01xc020g-0,train/01w/01wc020q-0.wav,train/01x/01xc0217-0.wav
40kc0208-2_01pc020d-0,train/40k/40kc0218-0.wav,train/01p/01pa010n-0.wav
206o010s-0_015o0314-2,train/206/206c0102-0.wav,train/015/015c0216-0.wav
409c021b-0_40ia010o-0,train/409/409a010w-0.wav,train/40i/40io030w-2.wav
406o030z-0_02ac020q-0,train/406/406c020g-4.wav,train/02a/02ac0215-4.wav
01ko0310-0_40ac020o-0,train/01k/01ko030m-2.wav,train/40a/40ao0308-4.wav
40bo030t-4_406o030k-2,train/40b/40bc021b-2.wav,train/406/406o0304-0.wav
40bc020a-2_01lo0307-6,train/40b/40bo030z-2.wav,train/01l/01lc020b-4.wav
40la0109-0_20kc010j-0,train/40l/40lo0311-0.wav,train/20k/20ko0107-12.wav
01wo030h-4_028o030f-2,train/01w/01wo0318-0.wav,train/028/028a010k-0.wav
20io010i-2_20ta010z-0,train/20i/20io0106-2.wav,train/20t/20to0106-0.wav
20do010o-6_023o030w-4,train/20d/20da010i-0.wav,train/023/023o0312-0.wav
40kc020r-0_01dc0208-0,train/40k/40ko030w-4.wav,train/01d/01dc020k-4.wav
01ro031b-6_406c0214-2,train/01r/01ro0302-4.wav,train/406/406a010e-0.wav
20oa010r-0_01xc0216-6,train/20o/20oa0110-0.wav,train/01x/01xc020p-6.wav
01ec020a-0_40bo030d-6,train/01e/01ea010e-0.wav,train/40b/40bo0307-2.wav
40oc0207-0_20oa0104-0,train/40o/40oc021e-2.wav,train/20o/20oo0108-6.wav
208c0103-0_025o031c-4,train/208/208a010z-0.wav,train/025/025o0303-12.wav
01wc021a-2_20no0104-2,train/01w/01wo030n-8.wav,train/20n/20nc0104-4.wav
01wc020h-2_01gc020d-0,train/01w/01wa0106-0.wav,train/01g/01go030k-6.wav
025a010o-0_01pc021a-0,train/025/025c0213-0.wav,train/01p/01po030d-4.wav
406c020m-0_01ro030o-4,train/406/406c020t-0.wav,train/01r/01ro030h-0.wav
204o010p-4_028a0110-0,train/204/204a010a-0.wav,train/028/028o030k-0.wav
40nc0216-0_405c020f-2,train/40n/40no0307-4.wav,train/405/405c020n-2.wav
20rc010g-2_024o0315-0,train/20r/20ro010j-4.wav,train/024/024a010i-0.wav
02ca010d-0_01lc020v-6,train/02c/02cc020e-2.wav,train/01l/01lo030q-2.wav
01mo0313-0_01ec0214-6,train/01m/01ma010l-0.wav,train/01e/01eo031c-4.wav
01vc021a-2_40jc021c-0,train/01v/01vo030t-0.wav,train/40j/40jc020c-4.wav
40ca0112-2_40oo030r-0,train/40c/40ca010f-0.wav,train/40o/40oo0304-2.wav
01so030k-8_01zo0303-0,train/01s/01sc021h-0.wav,train/01z/01zc020b-0.wav
016c0201-0_20ao010d-8,train/016/016o0306-2.wav,train/20a/20ao010d-0.wav
02ao0316-2_20ko010n-6,train/02a/02ao030i-0.wav,train/20k/20ka010g-6.wav
20ho010e-0_40fc020u-0,train/20h/20ho0105-6.wav,train/40f/40fc020f-0.wav
405o030r-0_20kc010l-0,train/405/405o0302-6.wav,train/20k/20ka010x-6.wav
20oo010o-2_404o031c-2,train/20o/20oo010p-2.wav,train/404/404c020r-0.wav
20cc0106-0_021o0313-2,train/20c/20cc0109-0.wav,train/021/021c020i-4.wav
